query	afdb	neighborhood_name	prediction	VFID	vf_category	VF_subcategory_high	gff	ANI_organism	genus	VF subcategory_low	pident	alntmscore	lddt	qcov
VFG000394(gb|WP_002212947)	AF-A0A0H3ADP3-F1-model_v4	WP_011176700.1!!!GCF_902167245.1_DSV_KAUST_v1!!!NZ_CABHLV010000002.1!!!114819-143846	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_902167245.1	Nitratidesulfovibrio vulgaris	Nitratidesulfovibrio	 T3SS components	51.8	0.9617	0.8995	0.982
VFG000394(gb|WP_002212947)	AF-A0A385XXZ1-F1-model_v4	WP_012769605.1!!!GCF_000406245.1_DCH3533_1.0!!!NZ_CM001981.1!!!2084830-2114489	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000406245.1	Dickeya chrysanthemi	Dickeya	 T3SS components	41.9	0.9692	0.9071	0.977
VFG000394(gb|WP_002212947)	AF-A0A103Z9T7-F1-model_v4	WP_322027444.1!!!GCF_905339595.1_ASM90533959v1!!!NZ_CAJPGQ010000054.1!!!5184-34562	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_905339595.1	Burkholderia diffusa	Burkholderia	 T3SS components	47.8	0.9423	0.8908	0.982
VFG000394(gb|WP_002212947)	AF-A0A7S8AD08-F1-model_v4	WP_101710682.1!!!GCF_002848345.1_ASM284834v1!!!NZ_CP025429.1!!!2431410-2459336	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_002848345.1	Chromobacterium vaccinii	Chromobacterium	 T3SS components	47.1	0.9487	0.905	0.977
VFG000394(gb|WP_002212947)	AF-Q2Z1M9-F1-model_v4	WP_064690661.1!!!GCF_001661985.2_ASM166198v2!!!NZ_CP122323.1!!!41905-70368	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001661985.2	Pantoea agglomerans	Pantoea	 T3SS components	42.2	0.9664	0.9066	0.982
VFG000394(gb|WP_002212947)	AF-A0A0H3I0U1-F1-model_v4	WP_004544591.1!!!GCF_000774715.1_BPO!!!NZ_KN323050.1!!!1549864-1538153	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000774715.1	Burkholderia pseudomallei	Burkholderia	 T3SS components	46.0	0.9097	0.8913	0.991
VFG000394(gb|WP_002212947)	AF-A0A3G2NCY4-F1-model_v4	WP_223536882.1!!!GCF_019947245.1_ASM1994724v1!!!NZ_JAGYGC010000042.1!!!11918-40376	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_019947245.1	Pseudomonas grandcourensis	Pseudomonas	 T3SS components	46.1	0.9704	0.8988	0.959
VFG000394(gb|WP_002212947)	AF-A0A1I5HBE7-F1-model_v4	WP_092475365.1!!!GCF_900115235.1_IMG-taxon_2599185319_annotated_assembly!!!NZ_FOVS01000017.1!!!91361-79978	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_900115235.1	Pseudomonas beijingensis	Pseudomonas	 T3SS components	46.8	0.9676	0.8966	0.963
VFG000394(gb|WP_002212947)	AF-A0A0E1TM26-F1-model_v4	WP_004524345.1!!!GCF_034317845.1_ASM3431784v1!!!NZ_JAXKSN010000019.1!!!86972-114841	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_034317845.1	Burkholderia pseudomallei	Burkholderia	 T3SS components	46.0	0.933	0.8914	0.991
VFG000394(gb|WP_002212947)	AF-A0A3N8RGS2-F1-model_v4	WP_069750515.1!!!GCF_902833185.1_ASM90283318v1!!!NZ_CADFDZ010000005.1!!!436946-449349	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_902833185.1	Burkholderia stabilis	Burkholderia	 T3SS components	47.9	0.9199	0.8976	0.991
VFG000394(gb|WP_002212947)	AF-A0A5M9IY76-F1-model_v4	WP_024073278.1!!!GCF_002882515.1_MPR-R2A7!!!NZ_POFR01000056.1!!!20442-44999	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_002882515.1	Pseudomonas gorinensis	Pseudomonas	 T3SS components	43.6	0.9631	0.8999	0.982
VFG000394(gb|WP_002212947)	AF-A0A2R4NUS6-F1-model_v4	WP_186375636.1!!!GCF_001142305.1_4840_6_3!!!NZ_CQBH01000001.1!!!702296-730631	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001142305.1	Yersinia massiliensis	Yersinia	 T3SS components	45.3	0.9437	0.8889	0.991
VFG000394(gb|WP_002212947)	AF-A0A561DHW3-F1-model_v4	WP_075931599.1!!!GCF_001945445.1_ASM194544v1!!!NZ_MSXW01000058.1!!!94216-108639	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001945445.1	Phytopseudomonas straminea	Phytopseudomonas	 T3SS components	44.7	0.9725	0.9	0.959
VFG000394(gb|WP_002212947)	AF-A0A0R2ZZ31-F1-model_v4	WP_058411468.1!!!GCF_009296165.1_ASM929616v1!!!NZ_VUAZ01000021.1!!!69300-55700	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_009296165.1	Pseudomonas gelidaquae	Pseudomonas	 T3SS components	41.8	0.9582	0.9076	0.991
VFG000394(gb|WP_002212947)	AF-A0A701Y3Q4-F1-model_v4	WP_127173518.1!!!GCF_003994635.1_ASM399463v1!!!NZ_CP034717.1!!!792562-806160	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_003994635.1	Salmonella enterica	Salmonella	 T3SS components	46.6	0.9672	0.8873	0.949
VFG000394(gb|WP_002212947)	AF-A0A7Y1DE11-F1-model_v4	WP_029295721.1!!!GCF_012935735.1_ASM1293573v1!!!NZ_CP052857.1!!!1145986-1161010	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_012935735.1	Pseudomonas proteolytica	Pseudomonas	 T3SS components	42.3	0.9552	0.8987	0.991
VFG000394(gb|WP_002212947)	AF-A0A1B8ST31-F1-model_v4	WP_308568281.1!!!GCF_902493775.1_UHGG-TPA_MGYG-HGUT-04295!!!NZ_CABURB010000022.1!!!1-24400	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_902493775.1	Providencia rettgeri	Providencia	 T3SS components	44.4	0.9228	0.8978	0.991
VFG000394(gb|WP_002212947)	AF-A0A7D6NY37-F1-model_v4	WP_042843350.1!!!GCF_020523785.1_ASM2052378v1!!!NZ_JAJATM010000014.1!!!58829-88679	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_020523785.1	Providencia huashanensis	Providencia	 T3SS components	45.3	0.915	0.8894	0.991
VFG000394(gb|WP_002212947)	AF-A0A1K1NK78-F1-model_v4	WP_223503264.1!!!GCF_019947275.1_ASM1994727v1!!!NZ_JAGYGD010000001.1!!!357712-373263	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_019947275.1	Pseudomonas reinekei	Pseudomonas	 T3SS components	45.3	0.9193	0.8861	0.968
VFG000394(gb|WP_002212947)	AF-A0A1X7ED54-F1-model_v4	WP_034179928.1!!!GCF_000743695.1_LYC2_genome1.0!!!NZ_JPWP01000003.1!!!598900-613533	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000743695.1	Burkholderia pyrrocinia	Burkholderia	 T3SS components	44.6	0.919	0.8882	0.991
VFG000394(gb|WP_002212947)	AF-A0A179C153-F1-model_v4	WP_007691386.1!!!GCF_013321555.1_ASM1332155v1!!!NZ_JAAMDG010000021.1!!!21501-8194	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_013321555.1	Rhizobium rhizogenes	Rhizobium	 T3SS components	42.3	0.9432	0.8889	1.0
VFG000394(gb|WP_002212947)	AF-A0A4R8LKX0-F1-model_v4	WP_105832293.1!!!GCF_011753085.1_ASM1175308v1!!!NZ_VWWG01000072.1!!!17978-33746	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_011753085.1	Burkholderia ambifaria	Burkholderia	 T3SS components	47.4	0.9107	0.8914	0.991
VFG000394(gb|WP_002212947)	AF-A0A3G8C4K2-F1-model_v4	WP_124429286.1!!!GCF_003851705.1_ASM385170v1!!!NZ_CP027728.1!!!2262959-2292179	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_003851705.1	Pseudomonas orientalis	Pseudomonas	 T3SS components	46.9	0.9288	0.8791	0.945
VFG000394(gb|WP_002212947)	AF-A0A6L6F9Z7-F1-model_v4	WP_036961014.1!!!GCF_915401735.1_2019-04-28369-1-2!!!NZ_OU659121.1!!!34788-64362	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_915401735.1	Providencia alcalifaciens	Providencia	 T3SS components	45.6	0.9294	0.8776	0.977
VFG000394(gb|WP_002212947)	AF-A0A2G1SA45-F1-model_v4	WP_059582633.1!!!GCF_030374675.1_ASM3037467v1!!!NZ_CP126320.1!!!1484317-1471446	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_030374675.1	Burkholderia semiarida	Burkholderia	 T3SS components	46.0	0.9082	0.8795	0.991
VFG000394(gb|WP_002212947)	AF-A0A7U9JJS4-F1-model_v4	WP_035975042.1!!!GCF_016889205.1_ASM1688920v1!!!NZ_CP069483.1!!!1048079-1076693	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_016889205.1	Burkholderia dolosa	Burkholderia	 T3SS components	43.5	0.915	0.8786	0.977
VFG000394(gb|WP_002212947)	AF-A0A6N6K2T3-F1-model_v4	WP_003844087.1!!!GCF_025447055.1_ASM2544705v1!!!NZ_JAOEIR010000001.1!!!642750-630250	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_025447055.1	Citrobacter freundii	Citrobacter	 T3SS components	44.9	0.932	0.8993	0.972
VFG000394(gb|WP_002212947)	AF-D2TC73-F1-model_v4	WP_012668287.1!!!GCF_020428355.1_ASM2042835v1!!!NZ_VOIC01000002.1!!!963621-993572	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_020428355.1	Erwinia pyrifoliae	Erwinia	 T3SS components	41.6	0.9165	0.8901	0.963
VFG000394(gb|WP_002212947)	AF-A0A5F0SY75-F1-model_v4	WP_004245833.1!!!GCF_018068845.1_ASM1806884v1!!!NZ_JAGKOQ010000018.1!!!103-25425	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_018068845.1	Proteus mirabilis	Proteus	 T3SS components	40.7	0.9107	0.8834	0.977
VFG000394(gb|WP_002212947)	AF-E5B2D6-F1-model_v4	WP_004155882.1!!!GCF_012367935.1_ASM1236793v1!!!NZ_JAAEXA010000015.1!!!31268-56443	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_012367935.1	Erwinia amylovora	Erwinia	 T3SS components	41.8	0.9316	0.8958	0.972
VFG000394(gb|WP_002212947)	AF-A0A831CC94-F1-model_v4	WP_000071534.1!!!GCF_016404425.1_ASM1640442v1!!!NZ_JAEKGI010000015.1!!!310-17165	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_016404425.1	Escherichia coli	Escherichia	 T3SS components	45.5	0.9216	0.8759	0.977
VFG000394(gb|WP_002212947)	AF-E5B4P9-F1-model_v4	WP_033477161.1!!!GCF_012367325.1_ASM1236732v1!!!NZ_JAAEVM010000021.1!!!156-19876	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_012367325.1	Erwinia amylovora	Erwinia	 T3SS components	40.5	0.9183	0.886	0.968
VFG048277(gb|WP_009308599)	AF-A0A3S4EGV7-F1-model_v4	WP_032707253.1!!!GCF_000534115.1_Ente_aero_UCI_46_V1!!!NZ_KI973108.1!!!334008-365283	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_000534115.1	Klebsiella aerogenes	Klebsiella	 Adhesive pili of the chaperone-usher family	85.4	0.9735	0.9726	1.0
VFG048277(gb|WP_009308599)	AF-A0A808XWX3-F1-model_v4	WP_032698831.1!!!GCF_019856295.1_ASM1985629v1!!!NZ_CP082168.1!!!950894-980491	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_019856295.1	Raoultella planticola	Raoultella	 Adhesive pili of the chaperone-usher family	85.7	0.9684	0.9694	1.0
VFG048277(gb|WP_009308599)	AF-A0A564H6E8-F1-model_v4	WP_331329698.1!!!GCF_036441055.1_ASM3644105v1!!!NZ_JADOYW010000012.1!!!74184-105833	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_036441055.1	Klebsiella huaxiensis	Klebsiella	 Adhesive pili of the chaperone-usher family	81.1	0.9795	0.9736	1.0
VFG048277(gb|WP_009308599)	AF-A0A7W3B8N1-F1-model_v4	WP_082236996.1!!!GCF_032677065.1_ASM3267706v1!!!NZ_JAWDFR010000062.1!!!8973-31310	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_032677065.1	Klebsiella grimontii	Klebsiella	 Adhesive pili of the chaperone-usher family	81.8	0.9685	0.9699	1.0
VFG048277(gb|WP_009308599)	AF-U2M9F4-F1-model_v4	WP_081375854.1!!!GCF_030971605.1_ASM3097160v1!!!NZ_JAVGCU010000023.1!!!43346-65370	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_030971605.1	Serratia fonticola	Serratia	 Adhesive pili of the chaperone-usher family	67.9	0.9677	0.9571	1.0
VFG048277(gb|WP_009308599)	AF-A0A3T3EQ84-F1-model_v4	WP_022742593.1!!!GCF_001350235.1_8490_2_81!!!NZ_CIJD01000002.1!!!22931-55002	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_001350235.1	Salmonella enterica	Salmonella	 Adhesive pili of the chaperone-usher family	50.7	0.9347	0.9106	0.998
VFG048277(gb|WP_009308599)	AF-A0A443UUH0-F1-model_v4	WP_032653502.1!!!GCF_032483555.1_ASM3248355v1!!!NZ_JAWEOP010000039.1!!!1-31480	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_032483555.1	Enterobacter roggenkampii	Enterobacter	 Adhesive pili of the chaperone-usher family	49.6	0.9133	0.9081	0.997
VFG048277(gb|WP_009308599)	AF-W7P1D5-F1-model_v4	WP_337277575.1!!!GCF_037199295.1_ASM3719929v1!!!NZ_JBBBWK010000001.1!!!218012-248185	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_037199295.1	Enterobacter cancerogenus	Enterobacter	 Adhesive pili of the chaperone-usher family	48.6	0.921	0.9067	0.986
VFG048277(gb|WP_009308599)	AF-A0A0K9TD21-F1-model_v4	WP_001522785.1!!!GCF_036531395.1_ASM3653139v1!!!NZ_JARCZK010000034.1!!!13-17993	non_vf	VF0566	Adherence	Fimbrial adhesin	GCF_036531395.1	Escherichia coli	Escherichia	 Adhesive pili of the chaperone-usher family	47.0	0.9341	0.8987	1.0
VFG048277(gb|WP_009308599)	AF-A0A859RAF6-F1-model_v4	WP_064151377.1!!!GCF_900084625.1_11983_8_88!!!NZ_FLCP01000006.1!!!340312-355059	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_900084625.1	Klebsiella pneumoniae	Klebsiella	 Adhesive pili of the chaperone-usher family	44.1	0.9242	0.8748	0.972
VFG048277(gb|WP_009308599)	AF-A0A730EJ60-F1-model_v4	WP_077977612.1!!!GCF_025292455.1_ASM2529245v1!!!NZ_JAMBVN010000163.1!!!1-8657	Type III secretion system (T3SS)	VF0566	Adherence	Fimbrial adhesin	GCF_025292455.1	Salmonella enterica	Salmonella	 Adhesive pili of the chaperone-usher family	39.4	0.9005	0.8623	1.0
VFG048277(gb|WP_009308599)	AF-A0A7Y8YIM2-F1-model_v4	WP_148243281.1!!!GCF_008080435.1_ASM808043v1!!!NZ_VRKN01000004.1!!!240682-272107	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_008080435.1	Enterobacter asburiae	Enterobacter	 Adhesive pili of the chaperone-usher family	41.0	0.9041	0.8531	0.986
VFG048277(gb|WP_009308599)	AF-A0A3S7D6I8-F1-model_v4	WP_090050311.1!!!GCF_032193655.1_ASM3219365v1!!!NZ_JAVTON010000001.1!!!978440-995208	Adherence	VF0566	Adherence	Fimbrial adhesin	GCF_032193655.1	Citrobacter amalonaticus	Citrobacter	 Adhesive pili of the chaperone-usher family	37.4	0.9234	0.8531	0.972
VFG048277(gb|WP_009308599)	AF-A0A483P8L3-F1-model_v4	WP_014907611.1!!!GCF_029525975.1_ASM2952597v1!!!NZ_JALKYO010000009.1!!!267645-285253	Type VI secretion system (T6SS)	VF0566	Adherence	Fimbrial adhesin	GCF_029525975.1	Klebsiella pneumoniae	Klebsiella	 Adhesive pili of the chaperone-usher family	35.4	0.9078	0.8331	0.997
VFG043399(gb|YP_002344420)	AF-A0A3H9R3W4-F1-model_v4	WP_025399015.1!!!GCF_000583775.1_ASM58377v1!!!NZ_CP007181.1!!!1012235-1040946	Motility	VF0114	Motility	Flagella-mediated motility	GCF_000583775.1	Campylobacter coli	Campylobacter	 Flagella assembly	79.8	0.9413	0.9467	1.0
VFG000176(gb|NP_251787)	AF-A0A1I0T9S3-F1-model_v4	WP_305832615.1!!!GCF_030715205.1_ASM3071520v1!!!NZ_JAULRW010000001.1!!!553728-584431	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_030715205.1	Metapseudomonas otitidis	Metapseudomonas	 Type II secretion system (T2SS)	63.4	0.9466	0.8791	0.982
VFG000176(gb|NP_251787)	AF-A0A2N1YYM9-F1-model_v4	WP_170047985.1!!!GCF_012985775.1_ASM1298577v1!!!NZ_JAAQXA010000001.1!!!70806-101391	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_012985775.1	Pseudomonas peli	Pseudomonas	 Type II secretion system (T2SS)	58.0	0.9421	0.8725	1.0
VFG000176(gb|NP_251787)	AF-A0A8A9QUI9-F1-model_v4	WP_099525194.1!!!GCF_002741105.1_ASM274110v1!!!NZ_NIQU01000005.1!!!7742-37738	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_002741105.1	Ectopseudomonas chengduensis	Ectopseudomonas	 Type II secretion system (T2SS)	59.3	0.9335	0.8641	1.0
VFG000176(gb|NP_251787)	AF-A4XWF8-F1-model_v4	WP_273265827.1!!!GCF_013823455.1_ASM1382345v1!!!NZ_PNME01000065.1!!!1-18452	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_013823455.1	Ectopseudomonas hydrolytica	Ectopseudomonas	 Type II secretion system (T2SS)	58.9	0.9457	0.8749	0.958
VFG000176(gb|NP_251787)	AF-A0A5P1DVW7-F1-model_v4	WP_280286362.1!!!GCF_029871195.1_ASM2987119v1!!!NZ_SSOK01000069.1!!!1-26400	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_029871195.1	Metapseudomonas resinovorans	Metapseudomonas	 Type II secretion system (T2SS)	59.2	0.9292	0.8738	0.979
VFG000176(gb|NP_251787)	AF-A0A7W8U4C4-F1-model_v4	WP_182371086.1!!!GCF_035974315.1_ASM3597431v1!!!NZ_CP142429.1!!!1977008-2007010	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_035974315.1	Pseudomonas berkeleyensis	Pseudomonas	 Type II secretion system (T2SS)	59.9	0.924	0.8553	1.0
VFG000176(gb|NP_251787)	AF-A0A350JWR0-F1-model_v4	WP_159969378.1!!!GCF_902506445.1_PSEUDO9AG_assembly!!!NZ_LR733836.1!!!4218468-4245456	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_902506445.1	Stutzerimonas xanthomarina	Stutzerimonas	 Type II secretion system (T2SS)	52.2	0.9374	0.8602	0.973
VFG000176(gb|NP_251787)	AF-A0A142IQL3-F1-model_v4	WP_203787187.1!!!GCF_019656535.1_ASM1965653v1!!!NZ_BPMO01000008.1!!!125187-155598	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_019656535.1	Aquipseudomonas alcaligenes	Aquipseudomonas	 Type II secretion system (T2SS)	52.8	0.9286	0.8339	0.994
VFG000176(gb|NP_251787)	AF-A0A4R0PNC3-F1-model_v4	WP_131649309.1!!!GCF_004331835.1_ASM433183v1!!!NZ_SJSS01000002.1!!!332205-361796	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_004331835.1	Stutzerimonas nitrititolerans	Stutzerimonas	 Type II secretion system (T2SS)	47.8	0.936	0.8573	0.973
VFG000176(gb|NP_251787)	AF-A0A427EWN8-F1-model_v4	WP_014851059.1!!!GCF_032016405.1_ASM3201640v1!!!NZ_DALZRK010000005.1!!!201001-226357	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_032016405.1	Stutzerimonas nitrititolerans	Stutzerimonas	 Type II secretion system (T2SS)	50.9	0.9436	0.8603	0.967
VFG000176(gb|NP_251787)	AF-A0A1C2K9R7-F1-model_v4	WP_049325357.1!!!GCF_030056015.1_ASM3005601v1!!!NZ_JASGXY010000023.1!!!112227-127807	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_030056015.1	Stutzerimonas stutzeri	Stutzerimonas	 Type II secretion system (T2SS)	49.5	0.9459	0.85	0.973
VFG000176(gb|NP_251787)	AF-A0A327QG93-F1-model_v4	WP_219255110.1!!!GCF_038524185.1_ASM3852418v1!!!NZ_JAAXNA010000006.1!!!240431-270489	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_038524185.1	Aeromonas hydrophila	Aeromonas	 Type II secretion system (T2SS)	30.7	0.9029	0.7892	0.952
VFG000176(gb|NP_251787)	AF-A0A2M8H6T8-F1-model_v4	WP_310596937.1!!!GCF_031556365.1_ASM3155636v1!!!NZ_JAVBTD010000026.1!!!31184-50236	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_031556365.1	Aeromonas aquatica	Aeromonas	 Type II secretion system (T2SS)	31.5	0.9183	0.7958	0.946
VFG000176(gb|NP_251787)	AF-A0A6M4YLB0-F1-model_v4	WP_307766231.1!!!GCF_963902655.1_ena-yuan-MGYG000003144!!!NZ_CAWRMO010000016.1!!!25590-55527	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_963902655.1	Aeromonas mytilicola	Aeromonas	 Type II secretion system (T2SS)	31.2	0.9013	0.7805	0.946
VFG000176(gb|NP_251787)	AF-A0A2N3IUG9-F1-model_v4	WP_139728327.1!!!GCF_947072295.1_ERR5094899_bin.2_metaWRAP_v1.3_MAG!!!NZ_CAMTHQ010000021.1!!!31679-61543	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_947072295.1	Aeromonas sobria	Aeromonas	 Type II secretion system (T2SS)	32.2	0.9097	0.7771	0.928
VFG000176(gb|NP_251787)	AF-A0A0D0P0U1-F1-model_v4	WP_268017908.1!!!GCF_026651485.1_ASM2665148v1!!!NZ_CP102367.1!!!1564537-1594374	Type II secretion system (T2SS)	VF0084	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_026651485.1	Aeromonas jandaei	Aeromonas	 Type II secretion system (T2SS)	31.4	0.908	0.7834	0.946
VFG041330(gb|WP_010948110)	AF-Q5WU42-F1-model_v4	WP_027219406.1!!!GCF_000823485.1_12_4251!!!NZ_CDDT01000040.1!!!105098-132348	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_000823485.1	Legionella pneumophila	Legionella	 T4SS effectors	93.9	0.9282	0.9539	1.0
VFG041330(gb|WP_010948110)	AF-A0A7G4A497-F1-model_v4	WP_182350755.1!!!GCF_014109805.1_ASM1410980v1!!!NZ_CP059400.1!!!3533966-3564325	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_014109805.1	Legionella resiliens	Legionella	 T4SS effectors	59.5	0.9357	0.8993	0.975
VFG041330(gb|WP_010948110)	AF-D3HJH9-F1-model_v4	WP_150866632.1!!!GCF_008807315.1_ASM880731v1!!!NZ_CP042254.1!!!2704156-2733462	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_008807315.1	Legionella longbeachae	Legionella	 T4SS effectors	56.1	0.9375	0.8807	0.975
VFG041330(gb|WP_010948110)	AF-A0A378LCD1-F1-model_v4	WP_274519325.1!!!GCF_965135705.1_CIP103851T!!!NZ_CBCRVJ010000015.1!!!23945-52401	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_965135705.1	Legionella steigerwaltii	Legionella	 T4SS effectors	54.1	0.9479	0.8988	0.962
